小区编号,小区栋数,小区户数（户）,小区人口数（人）,小区横坐标,小区纵坐标,街道编号,所属区域,最近路口节点,路口路线距离
314,3,221,774,65.9745000000029,40.8373333333335,E0011,二道区,2350,133.95633151078084
315,5,1414,3781,72.5817500000012,42.3003333333322,E0049,二道区,2418,225.57296260309099
316,14,1403,3664,69.3642500000031,59.6553333333342,E0032,二道区,7386,386.90487089478825
317,3,398,1374,68.8655000000011,43.8463333333322,E0044,二道区,7638,164.00710091987514
318,6,313,818,72.8377500000015,49.9763333333334,E0032,二道区,9706,390.18743327794016
319,3,375,833,72.8074999999997,39.5073333333329,E0049,二道区,2337,296.29572803225767
320,6,318,706,72.1877500000012,38.7739999999989,E0049,二道区,2298,160.30646738203276
321,5,708,1849,72.8207500000018,55.0146666666673,E0032,二道区,6316,50.60511657954617
322,5,158,553,66.0505000000029,39.7259999999993,E0044,二道区,2402,117.3009575929432
323,3,98,338,66.5995000000024,47.0250000000003,E0044,二道区,2596,49.25623784980053
324,2,102,214,68.9507500000026,38.9596666666658,E0046,二道区,2441,21.851718467434264
325,4,315,699,70.5227500000021,41.2876666666667,E0049,二道区,2426,145.8972789325729
326,2,318,736,68.5830000000003,53.7353333333333,E0035,二道区,5568,300.36591221866786
327,2,510,1068,68.5252500000004,39.0930000000012,E0046,二道区,2436,35.06432529622416
328,3,188,426,69.8187500000032,38.9293333333332,E0050,二道区,2430,44.38651503006335
329,4,467,977,67.5542500000006,38.5156666666665,E0046,二道区,2306,32.24514102933811
330,6,272,666,74.0815000000019,49.0889999999998,E0048,二道区,2591,330.33004474391373
331,3,611,1356,70.9105000000001,40.3210000000011,E0049,二道区,7297,85.79022021489429
332,9,385,1329,68.5867500000015,51.2626666666662,E0045,二道区,3608,191.32366009460512
333,6,757,1854,73.8367500000017,46.5983333333332,E0048,二道区,9705,554.7311699477625
334,10,649,1589,73.0557500000018,45.5876666666673,E0048,二道区,9705,282.0942205651114
335,3,261,929,67.4530000000004,60.4033333333334,E0003,二道区,4558,50.69199542317914
336,8,538,1857,68.2112500000009,54.2543333333327,E0045,二道区,5568,156.27105459140492
337,6,408,1514,67.2577500000031,45.353666666666,E0045,二道区,6934,31.324389758906854
338,23,1634,5084,42.7587500000008,34.7663333333325,A0059,朝阳区,7687,160.69316147806234
339,35,3043,7500,48.6890000000031,37.4113333333336,A0049,朝阳区,990,164.58274925050705
340,16,1740,4024,41.4762500000023,34.6256666666657,A0057,朝阳区,4173,167.63155502427864
341,77,4467,11681,49.436,28.8456666666666,A0029,朝阳区,1306,92.69502062095647
342,117,5933,15044,50.0287500000027,32.9000000000003,A0025,朝阳区,464,93.37933433967777
343,15,1757,4064,41.05925,33.9420000000009,A0057,朝阳区,4173,149.45101803345582
344,9,1845,5865,38.9782500000031,32.6666666666663,A0012,朝阳区,9747,24.77133712834709
345,15,849,2641,43.1792500000014,34.5699999999998,A0059,朝阳区,6981,79.98930506242405
346,6,1426,3002,39.8992500000013,32.6923333333345,A0014,朝阳区,9674,20.645798324048098
347,13,1197,3721,43.1380000000026,35.9473333333327,A0069,朝阳区,235,117.70957918179292
348,55,2434,7011,49.4112500000021,30.8456666666667,A0027,朝阳区,9273,49.8090597027209
349,20,1420,3500,49.8012500000016,36.6850000000009,A0049,朝阳区,224,139.7027264435732
350,14,1195,4149,47.9060000000011,38.673333333333,A0051,朝阳区,6984,107.17764572845314
351,16,1337,2790,46.755000000001,36.3083333333331,A0054,朝阳区,171,90.55214241548765
352,21,3255,8168,45.3055000000013,38.503666666666,A0056,朝阳区,4270,75.58595091108319
353,49,3507,8963,37.722500000001,31.4546666666663,A0066,朝阳区,385,249.19224712794255
354,7,615,1375,43.7717500000012,33.9893333333331,A0011,朝阳区,7689,41.82498239131567
355,56,3487,7917,45.7562500000002,32.5050000000005,A0068,朝阳区,219,20.047738936279423
356,29,1813,3662,53.6750000000019,30.5823333333327,A0065,朝阳区,6970,30.96901160842744
357,107,4481,10302,50.5845000000029,47.3339999999993,A0040,朝阳区,3704,54.612280197153694
358,17,1275,2870,42.6297499999997,32.2780000000004,A0017,朝阳区,250,145.19524468468683
359,13,1113,3865,46.0590000000032,38.3373333333334,A0051,朝阳区,4280,94.28726288928188
360,12,1514,4576,47.7457500000007,37.2023333333331,A0053,朝阳区,4168,145.75278967413837
361,5,1086,2243,55.2877500000015,37.9166666666677,A0020,朝阳区,984,92.05003443277091
362,16,1108,2316,48.3469999999997,39.4583333333335,A0050,朝阳区,918,53.83142873839438
363,49,3384,10110,49.3027500000025,45.7419999999994,A0039,朝阳区,6967,49.44956980419022
364,7,471,1089,42.226000000003,35.3236666666656,A0057,朝阳区,1004,208.08964905578054
365,67,3361,8045,52.6075000000006,41.7966666666677,A0032,朝阳区,3803,33.744285441674016
366,27,1205,2645,55.0400000000018,47.8146666666675,A0035,朝阳区,3904,4.45046774072159
367,12,1262,2634,46.0245000000015,35.5323333333336,A0054,朝阳区,4226,66.53190309756428
368,11,594,1315,44.117,35.790000000001,A0055,朝阳区,4246,50.11807909880701
369,24,1590,3297,54.6132500000027,36.2643333333329,A0024,朝阳区,4139,113.59913364288647
370,15,674,1867,43.1577500000024,30.4329999999998,A0064,朝阳区,834,313.9097565098127
371,12,375,1209,55.3457500000008,34.1133333333327,A0031,朝阳区,6507,331.7444460303491
372,84,2040,7821,55.6372500000002,40.1703333333335,A0021,朝阳区,981,142.13946325710253
373,71,4529,9143,50.7447499999998,47.0639999999989,A0061,朝阳区,3705,41.83682205866275
374,7,932,1962,39.8507500000029,32.4993333333339,A0014,朝阳区,248,61.14273788808508
375,9,623,1535,49.1017500000019,35.8400000000003,A0049,朝阳区,241,201.6816038016715
376,17,1049,2949,51.8022500000015,28.1286666666674,A0028,朝阳区,1250,382.49842126292924
377,9,1425,3337,47.8025000000031,32.0830000000001,A0016,朝阳区,9927,357.5476863257668
378,5,1525,3375,44.2440000000026,37.4983333333342,A0055,朝阳区,4236,68.58473506844969
379,7,376,1188,54.7885000000008,37.8683333333333,A0023,朝阳区,6510,49.702336864278934
380,6,353,1099,43.0910000000004,33.8939999999989,A0059,朝阳区,7686,73.94854403208063
381,47,3537,9794,44.5020000000014,30.2343333333326,A0064,朝阳区,835,273.88190328315477
382,15,617,1275,55.0025000000005,37.6600000000001,A0020,朝阳区,6510,102.51669850291698
383,16,665,1497,42.6557500000016,33.1130000000002,A0017,朝阳区,7168,99.32731532527382
384,9,833,1875,43.023250000001,31.3396666666677,A0017,朝阳区,834,294.3967504296414
385,39,2449,8023,53.2867500000016,46.6646666666672,A0038,朝阳区,4358,22.424061362768203
386,9,793,2229,51.872000000003,28.9886666666656,A0028,朝阳区,1250,172.9729194271907
387,8,599,1326,44.9032500000008,37.0119999999995,A0055,朝阳区,4249,37.45408291671267
388,2,840,1876,51.1505000000021,46.4379999999996,A0043,朝阳区,1172,3.7440769220590115
389,16,1957,4295,54.5055000000012,46.9350000000001,A0035,朝阳区,361,12.149829958015406
390,7,548,1446,54.2540000000003,28.5689999999998,A0030,朝阳区,1308,253.87226381766172
391,32,1323,2959,49.9965000000024,46.1433333333332,A0042,朝阳区,3711,77.03701136466728
392,7,856,2259,53.8205000000005,29.2243333333341,A0030,朝阳区,1308,14.169533764048925
393,19,753,1556,46.487250000002,28.0286666666664,A0018,朝阳区,7087,179.22372146627697
394,52,1770,3949,55.2700000000002,41.1833333333339,A0033,朝阳区,979,69.518218363734
395,35,1875,5720,48.5842500000011,44.4943333333328,A0045,朝阳区,2912,35.42767460567559
396,7,642,1436,44.3767500000014,34.0413333333345,A0011,朝阳区,232,52.89445235292959
397,7,490,1525,43.4257500000008,34.5646666666658,A0059,朝阳区,7685,45.52229363471815
398,24,1157,2399,54.459750000003,35.8293333333322,A0024,朝阳区,4139,67.56141120776459
399,40,1406,4714,51.1675000000018,48.6933333333326,A0041,朝阳区,3926,99.58721078136074
400,31,784,1942,50.5375000000008,38.6886666666679,A0048,朝阳区,273,59.3730645701921
401,7,761,1702,44.9685000000031,34.5216666666678,A0011,朝阳区,4233,58.536512654721555
402,5,405,1259,42.8022500000012,35.9610000000004,A0069,朝阳区,4234,70.90303237521985
403,45,2166,4832,55.3857500000028,42.2793333333331,A0033,朝阳区,3564,98.84672352663924
404,16,1194,2859,53.5727500000007,41.7326666666658,A0032,朝阳区,4039,68.91286375624327
405,5,888,1851,50.4275000000014,47.8533333333336,A0044,朝阳区,3694,35.04394863573763
406,8,622,1377,43.8472500000025,36.1900000000001,A0055,朝阳区,4247,50.040197246483714
407,10,727,1691,46.7430000000029,40.1169999999998,A0052,朝阳区,4285,43.7939108902103
408,7,488,1475,47.3302500000017,37.521333333333,A0053,朝阳区,4166,135.1359425634142
409,48,2250,5681,54.2140000000018,39.1476666666672,A0022,朝阳区,1503,14.438295990600437
410,16,899,2738,46.913,32.3436666666671,A0013,朝阳区,9927,61.18772844252926
411,8,499,1124,42.6297499999997,32.2780000000004,A0017,朝阳区,250,145.19524468468683
412,44,2357,4869,55.6465000000017,38.6046666666668,A0020,朝阳区,982,43.185855791259655
413,50,2769,6991,54.0612500000002,39.9173333333328,A0022,朝阳区,4058,13.891514404120596
414,7,763,2372,42.3532500000015,35.7223333333323,A0069,朝阳区,236,110.48987066706238
415,18,771,1785,56.2065000000018,31.9006666666676,A0058,朝阳区,3130,456.7623385831851
416,15,915,1926,40.3907500000003,32.7780000000004,A0014,朝阳区,4171,80.85488195520121
417,10,892,2696,48.0877500000005,36.7916666666659,A0053,朝阳区,4168,223.80050831067285
418,38,1651,3689,52.3082500000029,49.2616666666663,A0043,朝阳区,1435,131.6572870925671
419,30,1829,4378,51.9397500000025,43.1969999999993,A0032,朝阳区,3912,39.45064765011582
420,15,1193,2490,48.7022500000016,33.2389999999994,A0054,朝阳区,461,143.6876874949421
421,25,1132,3574,53.8605000000025,38.3556666666678,A0023,朝阳区,4059,58.31807959013762
422,12,5079,10461,51.1017500000008,29.0256666666669,A0010,朝阳区,1307,327.8072711281127
423,7,719,1663,42.5135000000019,35.5863333333322,A0057,朝阳区,1004,100.0380855469688
424,5,165,341,55.8482500000004,37.191,A0020,朝阳区,312,98.58566855455106
425,31,1335,3615,55.1452500000025,45.0063333333333,A0037,朝阳区,1047,75.93631483771789
426,7,321,847,54.5630000000017,30.4916666666675,A0030,朝阳区,4490,82.99453128915182
427,56,1270,2787,53.4472500000014,47.2843333333325,A0035,朝阳区,1236,130.46181016298664
428,47,2079,5487,55.240750000003,30.4246666666662,A0030,朝阳区,6505,154.2879197351199
429,6,594,1795,47.2305000000013,36.9249999999989,A0053,朝阳区,7007,251.5420084237401
430,29,1498,3473,52.5580000000012,46.7236666666674,A0034,朝阳区,3784,124.03309668739806
431,49,2148,6283,57.0777500000013,39.4053333333323,A0008,朝阳区,966,39.2300758096612
432,13,1162,3546,48.2467500000006,43.3753333333324,A0045,朝阳区,503,74.46901229375482
433,19,542,1120,45.7277500000011,28.5146666666662,A0018,朝阳区,290,115.0890992421847
434,11,914,2044,49.4824999999999,46.8680000000011,A0042,朝阳区,2909,92.0473706834427
435,19,965,1949,54.7005000000027,30.8813333333333,A0065,朝阳区,4490,67.04632210985153
436,8,406,1282,54.4825000000024,37.5873333333322,A0023,朝阳区,4485,68.21258946688602
437,42,1707,3808,54.8747499999998,40.3906666666671,A0033,朝阳区,4071,97.50203666455222
438,21,1010,2502,49.4079999999997,38.2160000000009,A0048,朝阳区,987,28.92991586615419
439,5,709,1569,44.8500000000003,37.5233333333327,A0055,朝阳区,6781,97.03411571371028
440,46,2535,5586,57.0617500000026,38.8106666666677,A0005,朝阳区,966,191.61885637644104
441,35,1031,2390,51.4270000000003,44.4186666666677,A0034,朝阳区,3908,100.33363153937577
442,4,364,847,47.1719999999998,41.1203333333342,A0052,朝阳区,472,62.52365821338308
443,30,1286,4196,57.441500000003,47.6956666666671,A0001,朝阳区,1214,42.46715520444906
444,2,280,872,44.3787499999999,34.5033333333333,A0059,朝阳区,4235,68.77250261874718
445,38,1904,4201,48.1580000000008,45.1623333333326,A0063,朝阳区,2948,57.94099367823947
446,23,831,1714,53.8270000000018,47.566000000001,A0036,朝阳区,1132,56.09468896177595
447,45,1658,3559,53.1375000000018,39.4333333333326,A0019,朝阳区,902,103.87516336676103
448,11,520,1162,50.9612500000003,47.5773333333341,A0043,朝阳区,3695,30.61076702327025
449,20,1200,2504,47.2510000000028,35.708666666667,A0054,朝阳区,172,45.470170343572235
450,5,320,709,45.8377500000005,36.8056666666661,A0055,朝阳区,377,88.7461097736542
451,18,1028,2546,50.519750000003,37.5613333333339,A0048,朝阳区,230,42.43241327120372
452,11,549,1156,40.3907500000003,32.7780000000004,A0014,朝阳区,4171,80.85488195520121
453,6,634,1826,48.9947500000021,32.853333333333,A0027,朝阳区,462,25.110391934420925
454,6,187,581,42.5300000000028,34.0070000000002,A0059,朝阳区,6979,48.87890480737254
455,7,589,1316,51.243000000003,48.3373333333338,A0043,朝阳区,3703,175.0978390937452
456,47,2187,4903,49.136500000003,29.9833333333339,A0067,朝阳区,7246,164.59322000338744
457,2,94,190,54.7667500000024,31.5989999999999,A0065,朝阳区,3495,232.59512359526641
458,26,1035,2944,49.8890000000003,42.4803333333325,A0046,朝阳区,2935,126.28213466621045
459,27,1061,3017,50.3660000000004,42.9369999999996,A0046,朝阳区,1468,229.6621838364628
460,11,576,1297,43.0295000000029,31.2313333333331,A0017,朝阳区,834,284.2248992079753
461,3,369,825,50.547250000001,44.6893333333331,A0042,朝阳区,484,164.36979604657662
462,2,1102,2320,40.2895000000001,33.0413333333344,A0014,朝阳区,9673,92.09874507469216
463,15,983,2287,47.8210000000026,40.9243333333341,A0052,朝阳区,1498,21.32636302817366
464,6,544,1473,53.9912500000028,45.526,A0037,朝阳区,3894,54.097035844575494
465,7,454,1022,42.4505000000011,32.7006666666658,A0017,朝阳区,250,1.8554481938114908
466,7,239,529,43.9635000000003,36.4696666666665,A0055,朝阳区,4248,117.28586945993925
467,9,380,1225,55.8715000000021,34.8163333333342,A0031,朝阳区,6508,462.41720439334557
468,26,1201,3061,48.1520000000018,43.6596666666678,A0062,朝阳区,504,25.692496371534517
469,18,1137,3197,52.6495000000011,28.1043333333339,A0028,朝阳区,1250,353.51624034607346
470,9,651,1968,47.6155000000027,36.3503333333336,A0053,朝阳区,6774,222.31350036484184
471,12,876,1807,52.805750000001,46.8716666666656,A0036,朝阳区,1234,83.597270045512
472,19,660,1580,53.2240000000002,41.6263333333333,A0032,朝阳区,4077,52.813984679771295
473,6,408,918,42.0417500000028,33.0766666666662,A0017,朝阳区,136,159.98404936053404
474,8,341,844,50.5722500000019,36.9446666666657,A0048,朝阳区,226,11.205075992621069
475,7,1061,3206,47.2482500000027,36.6156666666673,A0053,朝阳区,171,194.34075395336782
476,4,819,1905,47.5677500000025,42.207,A0052,朝阳区,2930,67.65469976299345
477,2,126,384,57.4562500000013,41.6526666666665,A0007,朝阳区,6519,90.33425719600386
478,6,514,1423,43.4762500000012,30.6846666666658,A0064,朝阳区,834,184.18176253354488
479,22,762,1679,55.6550000000016,41.374,A0005,朝阳区,978,58.80323691799826
480,11,718,1499,45.9275000000012,34.6136666666676,A0054,朝阳区,4231,150.40390351961173
481,7,515,1151,44.0175000000025,33.5239999999999,A0011,朝阳区,7681,128.34684385292397
482,3,1652,7939,54.8675000000003,46.1189999999997,A0002,朝阳区,6758,23.471623869910903
483,7,1021,2391,48.0875000000012,31.6766666666671,A0016,朝阳区,2699,292.4046455934455
484,6,390,814,46.5582500000004,35.3370000000008,A0054,朝阳区,4225,97.90560998088762
485,32,1481,3180,53.9577500000021,40.0026666666662,A0019,朝阳区,4058,32.53105052078983
486,26,1304,5043,59.7397500000021,42.6829999999991,A0003,朝阳区,3669,28.08278555357699
487,7,488,1090,50.8030000000019,47.7693333333325,A0043,朝阳区,3703,73.18848672067881
488,31,647,1323,58.7499999999999,41.558666666667,A0006,朝阳区,6789,19.85959910063186
489,3,222,771,46.0207500000003,38.6783333333322,A0051,朝阳区,4280,61.743229559380495
490,10,552,1293,48.1312500000009,31.0109999999995,A0016,朝阳区,2699,225.63154239747436
491,10,757,1761,47.7070000000026,40.5263333333323,A0052,朝阳区,920,47.62272473438727
492,8,475,1105,47.7765000000012,40.167333333334,A0052,朝阳区,908,63.930541196897586
493,11,715,1571,46.6342500000003,41.4790000000001,A0060,朝阳区,3583,120.24619039269781
494,2,252,784,42.5044999999997,34.1686666666661,A0059,朝阳区,9849,73.9095635258994
495,13,281,858,54.4355000000003,43.7820000000002,A0007,朝阳区,476,51.375987542473126
496,4,644,1344,45.4932499999998,34.4499999999997,A0054,朝阳区,4228,137.80949519895916
497,10,392,820,48.0210000000021,41.0759999999992,A0050,朝阳区,6993,79.15129618015462
498,30,2256,4646,50.2395,25.4876666666656,A0010,朝阳区,3498,379.632496911796
499,24,848,2412,53.8690000000024,40.4699999999991,A0046,朝阳区,4056,52.501968572272126
500,11,395,1007,47.5845000000028,41.4023333333328,A0062,朝阳区,1500,127.43446536059436
501,4,413,1434,46.6875000000009,40.4630000000002,A0051,朝阳区,4291,81.14897786130805
502,16,729,1858,48.6280000000008,43.6720000000008,A0062,朝阳区,502,59.0942084169015
503,2,126,278,54.235000000002,41.4433333333335,A0005,朝阳区,4076,23.57460569728939
504,35,1103,2278,54.5550000000006,39.2843333333322,A0020,朝阳区,906,36.72131801112359
505,17,743,2246,47.8065000000001,37.5653333333332,A0053,朝阳区,4167,60.02799139652744
506,4,365,762,46.6577500000014,35.3806666666661,A0054,朝阳区,4225,107.74709245498231
507,42,1628,3465,53.265500000002,39.4829999999994,A0047,朝阳区,903,72.81844401266304
508,5,360,904,45.3195000000015,38.0323333333337,A0056,朝阳区,8118,67.36225791925841
509,7,651,1456,43.4820000000009,31.9753333333329,A0011,朝阳区,251,309.7159633067786
510,13,629,1392,44.9747500000015,36.9633333333326,A0055,朝阳区,4249,10.732079761429931
511,7,302,666,54.8445000000015,41.8556666666656,A0005,朝阳区,6498,75.77521114430816
512,7,266,557,48.0750000000008,41.716000000001,A0050,朝阳区,6992,58.388589022161455
513,29,1297,2761,50.0372500000026,40.495,A0047,朝阳区,276,112.99683378003272
514,9,335,1013,48.3702500000014,35.1023333333345,A0053,朝阳区,242,90.90942762981913
515,7,477,996,45.9787499999997,36.1196666666667,A0054,朝阳区,6775,146.7105541123221
516,24,915,1948,53.6720000000024,41.3796666666665,A0047,朝阳区,4041,90.08786328451083
517,7,291,601,54.2435000000019,39.648666666667,A0020,朝阳区,905,82.8485874837193
518,3,582,1202,55.1790000000025,39.3043333333338,A0020,朝阳区,964,152.46800689656422
519,16,1151,2450,52.7547500000019,40.4089999999992,A0047,朝阳区,3673,26.336699868651735
520,19,1023,2534,50.4772500000001,40.6890000000004,A0048,朝阳区,276,62.085727112851785
521,5,240,611,47.5602500000001,41.9790000000001,A0062,朝阳区,3579,66.97498756974456
522,9,425,958,53.7865000000011,36.5196666666658,A0015,朝阳区,6805,153.1775226908963
523,3,339,1062,56.7315000000015,47.7960000000006,A0004,朝阳区,1216,159.3393241608208
524,3,309,638,56.0295000000011,37.8576666666675,A0020,朝阳区,984,162.98686372184574
525,9,500,1118,50.7200000000019,44.0680000000005,A0042,朝阳区,3638,112.68890163248834
526,7,223,509,55.5480000000017,32.1053333333339,A0026,朝阳区,6506,302.7049385018319
527,29,1724,3865,49.875250000003,29.7743333333334,A0067,朝阳区,1307,211.35407485970714
528,13,336,1045,42.3367500000005,35.7819999999999,A0069,朝阳区,9816,91.85033348752937
529,6,180,560,43.6572500000025,35.4106666666662,A0059,朝阳区,4245,92.58120106711678
530,9,250,559,50.0022500000021,46.3046666666666,A0042,朝阳区,3711,73.28042042609016
531,4,224,777,46.7190000000031,38.4239999999991,A0051,朝阳区,4293,51.50371923590896
532,13,506,1071,53.1560000000013,26.0239999999996,A0009,朝阳区,1254,94.21320641558445
533,4,371,815,46.6377500000021,41.3866666666678,A0060,朝阳区,1360,126.043282216863
534,12,265,535,55.1577500000029,31.5160000000011,A0065,朝阳区,6505,289.2954052075018
535,17,418,864,54.2205000000031,39.185000000001,A0020,朝阳区,1503,23.62493071129258
536,4,223,466,50.1485000000024,41.4973333333322,A0050,朝阳区,281,104.64829936554753
537,8,467,975,46.3000000000022,36.0399999999999,A0054,朝阳区,4225,144.4458438275505
538,22,1434,3061,35.0412500000026,46.0663333333334,D0012,绿园区,7940,163.12783772769788
539,18,1385,2955,35.7837500000002,45.8293333333325,D0012,绿园区,714,183.95312053943275
540,6,1423,4838,43.1275000000007,45.7926666666661,D0030,绿园区,722,85.68749173501813
541,32,1282,3315,39.8000000000032,45.7163333333336,D0007,绿园区,719,99.20744004339772
542,43,2207,8092,39.5680000000027,49.3209999999991,D0008,绿园区,7955,221.0989543924782
543,48,2747,6062,47.3162500000015,45.9833333333322,D0028,绿园区,4136,129.57301754820523
544,7,1010,2312,43.6722500000002,54.2573333333323,D0022,绿园区,3689,318.6973764503674
545,11,2408,5405,35.6240000000021,50.1123333333335,D0041,绿园区,4881,54.30283250221586
546,28,2783,6944,29.7967500000027,42.2810000000003,D0047,绿园区,9438,30.255051045766976
547,10,889,1897,35.0282499999999,46.6750000000005,D0012,绿园区,7940,93.1404881631135
548,34,1312,3208,34.2667500000005,42.4066666666671,D0045,绿园区,7926,116.5890015016511
549,20,1027,2267,45.7852500000016,45.3086666666659,D0028,绿园区,7230,24.66215814696799
550,18,923,1934,44.610500000001,53.119,D0037,绿园区,3759,165.69172959219202
551,12,647,1380,35.0735000000029,45.2269999999994,D0012,绿园区,713,104.26477341835572
552,20,954,2095,46.4025000000028,43.7546666666672,D0014,绿园区,2917,118.49865514415603
553,46,2467,5588,32.5300000000013,52.1740000000008,D0040,绿园区,4305,485.53504078079186
554,15,924,2260,34.3367500000014,43.5946666666662,D0045,绿园区,7937,176.87068706586058
555,14,970,2145,35.6290000000001,50.0593333333323,D0044,绿园区,4881,37.887876219501045
556,18,719,2760,33.1775000000008,42.386333333333,D0049,绿园区,7933,119.98338030103271
557,14,1047,2114,47.3660000000002,45.2393333333324,D0025,绿园区,2947,88.4645522787602
558,5,995,3005,43.2402500000002,45.2746666666665,D0015,绿园区,723,142.36910888416696
559,20,808,1694,44.4765000000018,52.291999999999,D0037,绿园区,7972,63.05378174263793
560,32,2076,4222,49.36425,56.6803333333326,D0023,绿园区,3783,130.27640059217657
561,60,3660,7960,41.2172500000025,48.2463333333338,D0011,绿园区,3558,95.38424572450685
562,21,1422,3065,36.7195000000002,48.457333333334,D0005,绿园区,530,150.46946178508475
563,14,1660,3726,35.6240000000021,50.1123333333335,D0041,绿园区,4881,54.30283250221586
564,18,961,2408,37.8465000000006,47.5189999999988,D0006,绿园区,7952,140.7539294575707
565,19,1204,2477,42.0552500000007,49.4593333333337,D0009,绿园区,761,45.68997913965394
566,14,778,1692,41.3777500000023,46.7693333333325,D0011,绿园区,764,111.73333667522316
567,22,1278,2599,49.1427500000015,57.5856666666657,D0023,绿园区,1198,170.84919206218825
568,11,970,2509,39.0797500000026,46.9376666666671,D0007,绿园区,201,66.83961273916431
569,10,603,1287,37.4307500000022,45.8969999999989,D0012,绿园区,547,160.06331947028147
570,28,2324,6166,28.5500000000027,38.3586666666673,D0046,绿园区,8416,13.3687638587923
571,8,818,2115,38.861500000003,45.5739999999996,D0007,绿园区,186,30.341840154892566
572,6,788,2995,39.7390000000009,53.3513333333341,D0039,绿园区,8178,61.50564016744569
573,3,684,1383,45.0512500000002,43.3130000000001,D0013,绿园区,3316,231.50975035282724
574,12,1044,2176,49.4112500000021,47.593333333334,D0003,绿园区,3922,47.417580611990424
575,20,2340,6118,20.8642500000025,36.6913333333325,D0048,绿园区,2723,65.61581473354045
576,5,269,813,43.9974999999997,45.2709999999996,D0015,绿园区,9198,107.99933168589283
577,26,1503,3201,49.4867499999998,50.0196666666663,D0032,绿园区,7,51.924689738365075
578,10,1470,5389,39.757250000001,47.323000000001,D0008,绿园区,7950,77.72232997070533
579,7,414,1055,47.3910000000011,44.501999999999,D0027,绿园区,2916,71.17041802474169
580,7,971,1963,45.5165000000015,43.9626666666655,D0013,绿园区,730,267.1235137371867
581,11,581,1173,48.2672500000021,48.2456666666664,D0025,绿园区,4132,35.2583859213874
582,11,482,1706,41.272750000001,45.6783333333325,D0010,绿园区,721,29.355534022420834
583,10,892,2848,46.7934999999997,54.1346666666674,D0019,绿园区,9212,73.18393008754761
584,16,735,1650,34.138500000001,49.4630000000006,D0041,绿园区,7975,190.38270220174044
585,4,433,1532,40.9622499999998,45.4320000000005,D0010,绿园区,720,93.65658221471124
586,28,1419,2919,41.8412500000009,50.3740000000003,D0009,绿园区,8111,137.92040281000877
587,15,1786,4790,37.1230000000011,53.4456666666661,D0051,绿园区,1352,251.67729445445562
588,11,1290,2896,34.5815000000016,50.4693333333345,D0041,绿园区,789,189.6602193165656
589,22,1513,3860,44.2135000000015,58.3633333333324,D0038,绿园区,3867,286.41511110987324
590,5,599,1527,47.1257500000029,44.698333333334,D0027,绿园区,2916,64.2609083996406
591,5,626,1264,47.3700000000008,47.072,D0025,绿园区,4136,220.92936970083542
592,9,458,1147,39.0977499999998,46.1083333333339,D0006,绿园区,200,132.80425728046976
593,19,1387,3184,48.7782500000016,50.2206666666657,D0033,绿园区,1877,18.92437290372122
594,2,592,1196,47.7802500000024,49.2846666666675,D0025,绿园区,7210,28.69922826732295
595,15,677,1770,20.9755000000023,35.8670000000008,D0048,绿园区,2724,179.69932845453968
596,11,468,1193,47.34075,43.644333333333,D0027,绿园区,2941,42.70173525493163
597,2,140,424,43.7747500000008,45.2836666666675,D0015,绿园区,724,116.0189902919207
598,16,1078,2192,51.5345000000025,58.4999999999999,D0023,绿园区,3141,366.50965160772665
599,8,533,1886,41.6417500000001,47.0919999999992,D0010,绿园区,764,107.38390940864386
600,8,638,1337,43.7817500000008,53.3203333333342,D0037,绿园区,7968,282.9089590511076
601,14,680,1556,45.5020000000026,53.8046666666669,D0022,绿园区,3684,94.79946160152737
602,21,1472,2993,50.7750000000016,55.8753333333328,D0023,绿园区,2875,55.44592028670441
603,7,421,850,47.5545000000004,48.5410000000002,D0033,绿园区,7223,45.806342967206426
604,3,383,976,47.8544999999997,43.7370000000001,D0027,绿园区,505,52.72615988290753
605,5,304,679,48.0210000000021,46.429000000001,D0002,绿园区,2942,76.8582453201414
606,5,344,789,48.0110000000025,48.9676666666673,D0032,绿园区,4495,54.54351429013692
607,5,361,807,48.3970000000014,45.7646666666657,D0002,绿园区,2903,38.632934343111486
608,21,1439,3671,44.665000000002,56.7400000000002,D0038,绿园区,7721,133.6700189634792
609,8,362,795,46.2887500000022,45.2093333333323,D0014,绿园区,7229,48.96359492970791
610,4,209,446,37.0845000000024,46.0673333333332,D0012,绿园区,548,131.6588302408574
611,6,1582,3583,43.2237500000028,46.2696666666673,D0026,绿园区,3476,103.44981886840691
612,10,680,1419,45.0947500000005,47.6659999999995,D0024,绿园区,9204,138.20985689842934
613,5,336,1189,41.4915000000029,45.8586666666676,D0010,绿园区,721,115.36820390017495
614,9,980,3724,39.7390000000009,53.3513333333341,D0039,绿园区,8178,61.50564016744569
615,18,918,1978,35.6240000000021,50.1123333333335,D0005,绿园区,4881,54.30283250221586
616,7,397,1200,47.1572500000015,49.5276666666674,D0035,绿园区,4122,26.18669110694547
617,30,1899,4089,47.4477499999999,54.6453333333332,D0016,绿园区,8304,308.7796130162993
618,11,978,2624,36.5202500000024,51.2299999999992,D0051,绿园区,790,245.22910680259565
619,5,444,1003,44.889750000003,51.3466666666673,D0036,绿园区,3757,201.4732021878152
620,27,3228,6956,38.8212500000016,53.4483333333332,D0005,绿园区,1352,292.09831317890365
621,5,208,521,38.0957500000001,45.868666666666,D0006,绿园区,716,116.5284470980781
