节点编号,路口横坐标,路口纵坐标,路口节点连接社区数,路口节点所属行政区
2739,39.0543000000001,24.1163333333342,0.0,长春新区(高新)
2740,39.351700000001,24.3188333333322,0.0,长春新区(高新)
2741,41.6008750000003,25.7974666666669,0.0,长春新区(高新)
2742,20.5361250000031,20.5857999999992,0.0,汽开区
2743,19.7780999999999,21.7863333333336,0.0,汽开区
2744,19.0363750000024,22.9609333333324,0.0,汽开区
2745,19.0883500000005,23.0468666666657,0.0,汽开区
2746,20.5435250000008,15.9553666666667,0.0,汽开区
2747,20.6911250000026,15.7196333333332,0.0,汽开区
2748,21.4692500000027,25.3393333333326,0.0,汽开区
2749,21.5472750000032,25.2187666666662,0.0,汽开区
2750,40.7786250000015,19.7781000000011,0.0,长春新区(高新)
2751,40.5522500000011,19.8000666666663,0.0,长春新区(高新)
2752,40.3709000000028,19.8077333333326,0.0,长春新区(高新)
2753,39.828325000002,19.8306666666663,0.0,长春新区(高新)
2754,39.3866250000023,19.8431333333341,0.0,长春新区(高新)
2755,39.0187500000003,19.8575333333343,0.0,长春新区(高新)
2756,38.2200000000026,19.9011999999996,0.0,长春新区(高新)
2757,37.4820250000028,19.9587666666664,0.0,长春新区(高新)
2758,36.467775000002,20.0991999999995,0.0,长春新区(高新)
2759,36.3103500000008,20.2098000000011,0.0,长春新区(高新)
2760,36.1200250000024,20.3577666666656,0.0,长春新区(高新)
2761,36.0891000000017,20.381833333334,0.0,长春新区(高新)
2762,36.0551750000013,20.4072999999999,0.0,长春新区(高新)
2763,36.0206750000032,20.4323333333344,0.0,长春新区(高新)
2764,35.500325000001,20.8097999999997,0.0,长春新区(高新)
2765,30.6340750000018,25.7500333333335,0.0,汽开区
2766,30.4227250000011,25.5059333333326,0.0,汽开区
2767,13.9443250000006,24.8710333333335,0.0,汽开区
2768,16.7074000000014,21.7783666666662,0.0,汽开区
2769,17.955875000002,20.1633333333338,0.0,汽开区
2770,32.3280250000018,25.0926999999995,0.0,长春新区(高新)
2771,23.1341250000021,25.3701333333325,0.0,汽开区
2772,23.3963250000002,25.5255999999993,0.0,汽开区
2773,35.2755000000009,25.9289333333328,0.0,长春新区(高新)
2774,35.0966000000028,25.6947999999989,1.0,长春新区(高新)
2775,33.7976250000018,24.0342666666677,0.0,长春新区(高新)
2776,33.7866499999997,24.0204666666675,0.0,长春新区(高新)
2777,29.8043500000027,18.9596333333337,1.0,长春新区(高新)
2778,29.3010000000002,18.2428666666657,0.0,长春新区(高新)
2779,28.882000000003,26.022700000001,0.0,汽开区
2780,38.4883000000009,23.4320333333334,0.0,长春新区(高新)
2781,18.2744250000013,21.5680666666671,0.0,汽开区
2782,23.3762750000004,25.5749333333336,1.0,汽开区
2783,23.0950249999999,25.4108666666658,0.0,汽开区
2784,18.415325000003,19.5630666666678,0.0,汽开区
2785,21.4933750000021,14.3504666666677,0.0,长春新区(高新)
2786,20.5656000000012,15.9865333333329,0.0,汽开区
2787,19.9707750000009,16.994733333334,0.0,汽开区
2788,25.1722250000022,25.3792999999997,1.0,汽开区
2789,24.513350000003,22.5381333333322,1.0,汽开区
2790,24.1300750000022,21.5543666666657,0.0,汽开区
2791,19.8392250000019,17.2049666666657,0.0,汽开区
2792,21.6105249999998,25.2403666666676,1.0,汽开区
2793,21.5309250000004,25.3573999999996,0.0,汽开区
2794,22.0200000000013,24.7764000000004,0.0,汽开区
2795,21.9328500000024,24.7280999999996,0.0,汽开区
2796,21.8891000000028,24.6997333333331,0.0,汽开区
2797,21.8077000000001,24.6521333333334,0.0,汽开区
2798,17.831300000001,22.4916666666672,0.0,汽开区
2799,19.8126250000001,17.1862333333337,0.0,汽开区
2800,19.9366000000012,16.9714666666678,0.0,汽开区
2801,17.8794000000018,22.4519666666675,0.0,汽开区
2802,17.8180500000025,22.4866999999994,0.0,汽开区
2803,16.0108750000028,23.6126333333336,0.0,汽开区
2804,14.371575000002,25.141099999999,0.0,汽开区
2805,18.0690749999997,19.9963000000002,0.0,汽开区
2806,28.9485750000011,26.2728666666661,0.0,汽开区
2807,29.4282750000008,27.2252333333327,1.0,汽开区
2808,29.5380000000023,27.7445333333333,1.0,汽开区
2809,29.2001749999997,28.7375000000007,0.0,汽开区
2810,20.6999250000024,15.7607666666664,0.0,汽开区
2811,25.2578250000006,25.5628666666657,0.0,汽开区
2812,25.3013250000009,25.7537000000004,1.0,汽开区
2813,25.5433500000031,26.6206666666662,0.0,汽开区
2814,35.5034250000017,26.1554666666678,1.0,长春新区(高新)
2815,25.4213750000005,26.7223333333343,0.0,汽开区
2816,13.8607999999998,25.0221333333324,0.0,汽开区
2817,13.3632250000026,25.6885000000011,0.0,汽开区
2818,29.1879750000028,25.4220666666664,0.0,汽开区
2819,38.4445500000012,23.4601666666663,0.0,长春新区(高新)
2820,38.291375,23.2720999999998,0.0,长春新区(高新)
2821,38.2427750000005,23.2075000000004,0.0,长春新区(高新)
2822,37.8135000000022,22.6621999999992,0.0,长春新区(高新)
2823,37.6866250000028,22.489299999999,0.0,长春新区(高新)
2824,37.034675000001,21.6590666666671,0.0,长春新区(高新)
2825,37.024050000003,21.6449333333344,0.0,长春新区(高新)
2826,35.2444750000025,19.3823666666665,0.0,长春新区(高新)
2827,34.7983500000026,18.8200333333342,0.0,长春新区(高新)
2828,34.7535250000028,18.7665999999993,0.0,长春新区(高新)
2829,34.4244500000031,18.3350666666655,0.0,长春新区(高新)
2830,34.1868500000011,23.7262666666661,0.0,长春新区(高新)
2831,34.9855249999997,23.1390999999993,0.0,长春新区(高新)
2832,35.0530000000013,23.0894999999999,0.0,长春新区(高新)
2833,35.7170000000018,22.6013333333341,0.0,长春新区(高新)
2834,36.4810500000026,22.0527999999997,1.0,长春新区(高新)
2835,36.9985750000019,21.6659333333335,0.0,长春新区(高新)
2836,37.0580250000003,21.6154333333331,0.0,长春新区(高新)
2837,37.0919250000021,21.5904999999997,0.0,长春新区(高新)
2838,37.2861000000029,21.4477333333344,0.0,长春新区(高新)
2839,28.9337000000032,26.0258666666668,0.0,汽开区
2840,38.5555000000011,23.6011333333342,0.0,长春新区(高新)
2841,19.7386750000028,28.9840666666663,0.0,汽开区
2842,19.6622000000026,29.4050666666668,0.0,汽开区
2843,18.969675000001,32.9197000000008,0.0,汽开区
2844,18.8046750000019,34.0129333333342,0.0,汽开区
2845,18.7447499999998,34.4098666666663,0.0,汽开区
2846,25.211425000002,25.5650000000003,0.0,汽开区
2847,20.9071999999999,26.3859666666662,0.0,汽开区
2848,18.294375,19.6463333333341,0.0,汽开区
2849,19.2366750000019,18.2207666666656,0.0,汽开区
2850,19.6796500000005,28.9711666666671,0.0,汽开区
2851,20.4373750000002,27.0104333333331,0.0,汽开区
2852,20.4520000000024,26.9833333333338,0.0,汽开区
2853,20.7256250000007,26.5446666666662,0.0,汽开区
2854,20.7844500000007,26.4507666666655,0.0,汽开区
2855,25.2197750000001,25.3796666666659,1.0,汽开区
2856,40.952800000003,19.7727333333333,1.0,长春新区(高新)
2857,12.4980250000029,27.875233333333,0.0,汽开区
2858,15.6482750000002,28.3682333333341,0.0,汽开区
2859,18.2637750000012,28.8215333333331,0.0,汽开区
2860,19.6148250000014,28.9313333333325,0.0,汽开区
2861,19.6398500000008,28.9341666666658,0.0,汽开区
2862,21.9164999999997,24.6528999999995,0.0,汽开区
2863,22.6415750000015,23.485766666667,0.0,汽开区
2864,23.3514250000013,22.3430666666668,0.0,汽开区
2865,13.8334000000029,25.008866666667,0.0,汽开区
2866,35.7711750000007,26.4954333333331,1.0,长春新区(高新)
2867,36.1222000000012,26.8978000000004,0.0,长春新区(高新)
2868,37.0106500000027,27.8041333333334,0.0,长春新区(高新)
2869,38.8136750000001,29.686333333333,1.0,长春新区(高新)
2870,13.9641500000032,24.8933333333336,0.0,汽开区
2871,50.7188500000027,53.2291333333343,0.0,绿园区
2872,50.5807000000011,53.644566666667,0.0,绿园区
2873,50.4965750000004,54.2387333333328,0.0,绿园区
2874,50.5097250000013,54.3067000000003,0.0,绿园区
2875,50.6043250000019,55.9052000000004,2.0,绿园区
2876,50.6047500000015,56.9018333333323,0.0,绿园区
2877,51.2810500000001,53.3282666666655,0.0,宽城区
2878,50.4994750000023,53.2450666666667,0.0,绿园区
2879,55.7897750000009,53.8108999999996,0.0,宽城区
2880,55.7415750000025,55.2017333333339,1.0,宽城区
2881,55.7370000000006,55.3345999999995,0.0,宽城区
2882,55.7347500000027,55.4328999999996,0.0,宽城区
2883,55.7305750000019,55.9964999999991,0.0,宽城区
2884,55.1941249999999,53.8122999999994,1.0,宽城区
2885,55.1919500000011,53.9415666666656,0.0,宽城区
2886,58.0049500000008,53.8407333333334,0.0,宽城区
2887,58.7112750000003,53.8407333333334,1.0,宽城区
2888,59.4471250000019,53.8526333333328,0.0,宽城区
2889,60.1765749999998,53.8644333333333,0.0,宽城区
2890,53.561375000001,53.8957666666657,0.0,宽城区
2891,53.6090500000022,53.7742666666669,0.0,宽城区
2892,53.2871999999998,53.7995666666665,0.0,宽城区
2893,53.2195250000029,53.7996666666677,0.0,宽城区
2894,52.6026500000008,53.7798000000009,0.0,宽城区
2895,47.0862750000016,42.6308333333338,0.0,朝阳区
2896,47.392325000000596,43.2107000000007,0.0,绿园区
2897,47.5830750000021,43.5734333333334,0.0,绿园区
2898,47.8131500000032,44.0072333333343,0.0,绿园区
2899,47.9024000000017,44.1780666666674,0.0,朝阳区
2900,48.1178500000006,44.5960999999997,0.0,绿园区
2901,49.0315250000002,45.3550666666658,0.0,朝阳区
2902,48.6234500000009,45.5441000000008,1.0,绿园区
2903,48.2893750000031,45.709966666666,1.0,绿园区
2904,47.9470000000006,45.880333333334,0.0,绿园区
2905,48.3155250000031,44.9739666666673,0.0,绿园区
2906,48.7811250000014,45.8380333333324,0.0,绿园区
2907,48.9392750000022,46.1327999999999,0.0,绿园区
2908,49.22775,46.6906666666678,0.0,朝阳区
2909,49.4653000000014,47.1551333333338,1.0,朝阳区
2910,49.4816,47.1863666666674,0.0,绿园区
2911,49.4956250000023,47.2087333333325,0.0,绿园区
2912,48.5256000000014,44.4004333333344,1.0,朝阳区
2913,47.7828500000008,44.7596333333327,0.0,绿园区
2914,47.4387749999998,44.9249333333341,0.0,绿园区
2915,47.6694000000002,44.5454333333331,0.0,绿园区
2916,47.3259000000006,44.7146666666664,2.0,绿园区
2917,46.7143249999999,43.5549333333327,2.0,汽开区
2918,47.0547500000009,43.3818666666663,0.0,绿园区
2919,47.7862000000009,43.0052000000008,0.0,朝阳区
2920,47.820625,42.9872333333326,0.0,朝阳区
2921,48.2302000000026,42.8900666666673,0.0,朝阳区
2922,48.7206499999999,42.8992333333322,0.0,朝阳区
2923,49.216450000003,42.9071000000008,0.0,朝阳区
2924,49.5090000000005,42.9126999999999,0.0,朝阳区
2925,48.9166000000019,45.0502666666661,0.0,朝阳区
2926,49.479925,44.9227000000008,0.0,朝阳区
2927,46.3973250000009,42.9770999999993,0.0,绿园区
2928,46.7397250000019,42.8031666666655,0.0,绿园区
2929,47.4820500000028,42.4312666666656,0.0,朝阳区
2930,47.5189,42.4126999999999,1.0,朝阳区
2931,47.7861250000018,42.3198333333327,0.0,朝阳区
2932,48.2361000000005,42.3311333333345,0.0,朝阳区
2933,48.7263250000005,42.3404000000005,0.0,朝阳区
2934,49.2262500000003,42.350199999999,0.0,朝阳区
2935,49.5141250000017,42.357033333334,1.0,朝阳区
2936,48.2141499999997,43.8127333333327,0.0,朝阳区
2937,49.1599250000014,47.3657666666677,0.0,绿园区
2938,49.1473249999999,47.3420333333342,0.0,绿园区
2939,48.3051250000024,43.9843999999994,0.0,朝阳区
2940,47.566125000003,44.3420000000003,0.0,绿园区
2941,47.2465,43.7387999999999,1.0,绿园区
2942,48.2580000000006,46.4679666666659,2.0,绿园区
2943,48.6014500000032,46.295933333333,0.0,绿园区
2944,49.3395250000006,45.9361666666662,0.0,绿园区
2945,49.3757250000009,45.9183666666666,0.0,朝阳区
2946,49.7980000000027,45.4680666666671,0.0,朝阳区
2947,47.6353250000017,45.3017000000007,1.0,绿园区
2948,47.9797250000011,45.1306666666677,2.0,朝阳区
2949,48.7221000000027,44.7711999999996,0.0,朝阳区
2950,48.7588000000017,44.7528999999989,0.0,朝阳区
2951,49.4848250000004,44.6829999999991,0.0,朝阳区
2952,67.3550250000012,21.7811333333344,0.0,净月区
2953,65.1922999999997,19.3729666666655,0.0,净月区
2954,53.8081000000013,18.7039666666659,0.0,南关区
2955,54.927825,18.8161333333336,0.0,南关区
2956,55.0168749999997,18.1888333333333,0.0,南关区
2957,54.9922500000015,19.941533333333,0.0,南关区
2958,54.9906500000006,19.981199999999,0.0,南关区
2959,54.9686500000028,21.4004333333335,0.0,南关区
2960,54.8751250000024,24.7837999999992,0.0,南关区
2961,53.2579250000005,18.6022666666664,0.0,南关区
2962,53.8231750000016,18.5308999999994,0.0,南关区
2963,25.7746500000025,19.4601666666661,0.0,长春新区(高新)
2964,26.449975000002,18.9899333333325,0.0,长春新区(高新)
2965,26.5839999999997,18.9224666666661,0.0,长春新区(高新)
2966,27.9545500000005,18.5109333333339,0.0,长春新区(高新)
2967,41.2131500000008,17.3178000000007,1.0,长春新区(高新)
2968,42.4442500000026,17.3154999999999,0.0,长春新区(高新)
2969,40.977925,17.3192666666656,0.0,长春新区(高新)
2970,41.1890250000013,17.4062000000011,0.0,长春新区(高新)
2971,55.5146999999998,18.6684000000004,0.0,南关区
2972,55.0547750000021,18.5640333333339,0.0,南关区
2973,53.7743250000027,18.8189333333331,0.0,南关区
2974,53.253275000003,18.654033333334,0.0,南关区
2975,55.0542000000007,18.8176333333322,0.0,南关区
2976,55.5055250000009,18.719466666667,0.0,南关区
2977,56.010950000001,18.7239333333338,0.0,南关区
2978,55.5278750000028,18.8418333333331,0.0,南关区
2979,55.4656000000016,18.5381000000007,0.0,南关区
2980,55.9955250000002,18.6761333333341,0.0,南关区
2981,54.9324250000005,18.5325666666666,0.0,南关区
2982,25.5091749999998,32.5366666666677,0.0,汽开区
2983,58.195125000001,18.3916999999999,0.0,南关区
2984,60.0575750000019,17.9515666666674,0.0,南关区
2985,60.0684000000022,18.0112666666664,0.0,南关区
2986,58.2144749999998,18.4410333333342,0.0,南关区
2987,57.1429250000008,18.6924333333328,0.0,南关区
2988,56.4101749999999,18.7397,0.0,南关区
2989,58.7347250000008,21.2714333333324,0.0,南关区
2990,58.7428500000016,20.602599999999,0.0,南关区
2991,58.7348250000019,20.5636666666678,1.0,南关区
2992,58.2626250000011,19.7493999999997,0.0,南关区
2993,61.4583500000023,17.2383999999989,0.0,南关区
2994,60.1973250000007,17.9218333333324,0.0,南关区
2995,61.4382249999998,17.6687666666666,0.0,南关区
2996,64.466975000002,18.546933333333,0.0,净月区
2997,22.2154000000003,31.5928000000009,0.0,汽开区
2998,22.106400000002,31.5221333333326,0.0,汽开区
2999,22.100475000002,31.908199999999,0.0,汽开区
3000,23.3628500000016,32.3327333333339,0.0,汽开区
3001,25.3407500000016,32.9977999999992,0.0,汽开区
3002,25.4724750000008,33.0366999999991,0.0,汽开区
3003,26.4448500000007,33.3711666666664,0.0,汽开区
3004,25.1970500000027,29.8699333333327,1.0,汽开区
3005,22.882175000003,29.3749000000005,0.0,汽开区
3006,22.9624250000029,29.1234999999996,0.0,汽开区
3007,23.1014250000001,29.1695666666669,0.0,汽开区
3008,23.0069999999998,29.4154999999989,0.0,汽开区
3009,22.9524750000003,29.5748333333326,0.0,汽开区
3010,22.7481500000017,30.1309666666659,0.0,汽开区
3011,25.303700000002,36.9860666666663,0.0,汽开区
3012,25.3396250000009,36.8199,0.0,汽开区
3013,25.3776250000008,36.6439666666665,0.0,汽开区
3014,25.4140249999999,36.4756000000005,0.0,汽开区
3015,25.4530000000024,36.2952666666677,2.0,汽开区
3016,24.3809500000012,36.8094666666678,0.0,汽开区
3017,20.3381500000006,38.2545666666658,0.0,汽开区
3018,20.2424749999999,38.6180666666671,0.0,汽开区
3019,24.4862500000025,36.2967666666663,0.0,汽开区
3020,24.5399000000006,36.0355666666668,0.0,汽开区
3021,24.4553000000032,36.4474999999989,0.0,汽开区
3022,24.4511250000024,36.4677333333342,0.0,汽开区
3023,24.4377500000006,36.5328666666661,0.0,汽开区
3024,24.4154000000023,36.6417333333331,0.0,汽开区
3025,22.9661750000005,36.8211666666672,0.0,汽开区
3026,23.0085250000016,36.8297333333345,0.0,汽开区
3027,24.203325000002,36.4888666666658,0.0,汽开区
3028,24.3367000000028,35.9762333333341,0.0,汽开区
3029,24.9370249999998,34.2997666666657,3.0,汽开区
3030,22.4916999999998,38.8826333333322,0.0,汽开区
3031,22.6221000000031,38.3161333333343,0.0,汽开区
3032,22.8161750000027,37.472866666666,0.0,汽开区
3033,22.8283000000005,37.4202666666671,0.0,汽开区
3034,23.2311500000009,35.6629666666658,0.0,汽开区
3035,23.4214000000001,33.4209666666657,0.0,汽开区
3036,22.467050000003,38.9981333333343,0.0,汽开区
3037,74.608425000001,25.1125000000011,0.0,净月区
3038,73.9105000000002,25.1946666666664,0.0,净月区
3039,72.7940500000024,26.1775333333342,0.0,净月区
3040,72.2225250000008,26.6761666666658,0.0,净月区
3041,71.053175000003,25.4106666666658,0.0,净月区
3042,71.3925000000018,25.7652666666672,0.0,净月区
3043,71.0100750000002,25.4878333333342,1.0,净月区
3044,71.9322750000018,22.5037333333328,0.0,净月区
3045,74.4512750000013,55.577066666667,0.0,二道区
3046,74.5998000000014,55.6448666666659,0.0,二道区
3047,88.2442000000019,48.8459666666662,0.0,经开区
3048,79.012500000001,44.6270999999996,0.0,经开区
3049,79.0138500000026,44.6751666666666,0.0,经开区
3050,52.7637250000019,61.5902000000001,0.0,宽城区
3051,52.7263250000019,61.6042999999991,0.0,宽城区
3052,52.7018500000018,61.6137,0.0,宽城区
3053,51.5465250000027,62.1150999999998,0.0,宽城区
3054,50.8941250000028,62.4271333333345,2.0,宽城区
3055,50.3754250000021,62.6762999999997,1.0,宽城区
3056,49.8090250000018,62.9490333333322,1.0,宽城区
3057,49.1635500000029,63.2457000000007,0.0,宽城区
3058,48.4777250000015,63.5724999999994,0.0,宽城区
3059,47.9322500000023,63.8347333333324,3.0,宽城区
3060,47.0915000000005,64.2422666666676,0.0,宽城区
3061,46.9548000000017,64.2729333333326,0.0,宽城区
3062,84.6949500000029,45.0755999999994,0.0,经开区
3063,79.0178500000032,48.7095999999999,0.0,经开区
3064,79.0136500000003,49.2455666666677,0.0,经开区
3065,76.4549500000022,28.3599999999993,0.0,经开区
3066,63.8460250000001,54.6116333333326,0.0,宽城区
3067,64.3626250000011,54.6175333333328,0.0,南关区
3068,82.3420000000006,43.8719333333329,0.0,经开区
3069,82.1719750000014,43.8052333333327,0.0,经开区
3070,88.2006000000004,48.8289333333327,0.0,经开区
3071,88.1727000000012,48.6914000000004,0.0,经开区
3072,57.9337750000022,53.1835000000006,0.0,宽城区
3073,57.9344749999997,52.6154333333343,0.0,宽城区
3074,63.1437500000018,49.1434333333345,1.0,宽城区
3075,63.37495,48.7896666666667,0.0,南关区
3076,83.3094750000001,44.2890666666666,0.0,经开区
3077,87.81295,64.9364333333343,0.0,二道区
3078,64.3597749999998,54.660366666667,0.0,南关区
3079,63.8445500000024,54.6539666666656,0.0,宽城区
3080,82.5833250000017,43.9703999999992,0.0,经开区
3081,83.7705,45.1124333333344,0.0,经开区
3082,83.4034500000023,44.3966333333326,0.0,经开区
3083,83.8701500000028,43.5202333333322,0.0,经开区
3084,61.3165750000029,54.6340999999989,0.0,宽城区
3085,82.6525500000024,43.9430999999999,0.0,经开区
3086,83.3563500000025,44.240866666667,0.0,经开区
3087,63.1112500000022,49.2109999999997,0.0,宽城区
3088,57.9211000000015,51.9666999999989,0.0,宽城区
3089,57.9268749999997,51.5651666666675,0.0,宽城区
3090,58.1858250000025,50.4343666666666,0.0,宽城区
3091,58.2269000000011,50.3629999999996,0.0,宽城区
3092,58.3148000000016,50.2135999999993,0.0,宽城区
3093,58.4787500000026,49.9349333333328,1.0,南关区
3094,58.6796750000005,49.6015333333328,0.0,南关区
3095,59.1410250000024,48.7044333333344,0.0,南关区
3096,59.6117000000014,47.7514999999992,0.0,南关区
3097,59.6371750000024,47.6947999999998,0.0,南关区
3098,59.7785250000023,47.384466666666,0.0,南关区
3099,59.9197750000009,47.1130999999995,0.0,南关区
3100,60.2023500000009,46.5956999999998,0.0,南关区
3101,60.2967750000012,46.4227999999996,0.0,南关区
3102,60.4536750000015,46.1469666666664,0.0,南关区
3103,60.642725000001,45.6718000000009,1.0,南关区
3104,60.6599750000001,45.1383000000002,0.0,南关区
3105,60.6538000000008,44.792200000001,0.0,南关区
3106,60.6478000000017,44.4559666666677,0.0,南关区
3107,60.6415750000018,44.1081333333339,0.0,南关区
3108,60.6431500000006,44.0611999999992,0.0,南关区
3109,60.6210000000011,43.1156666666676,0.0,南关区
3110,60.6009000000007,42.963899999999,0.0,南关区
3111,60.3932250000021,41.8380999999997,0.0,南关区
3112,60.3614750000006,41.6913666666664,0.0,南关区
3113,60.3501250000029,41.6479999999998,0.0,南关区
3114,60.3391500000008,41.5863666666662,0.0,南关区
3115,60.314175000002,41.4462333333342,0.0,南关区
3116,60.2517500000026,40.8212999999999,0.0,南关区
3117,60.2853500000009,40.450500000001,0.0,南关区
3118,59.7084250000002,37.4484666666675,0.0,南关区
3119,59.6361999999999,37.3177666666678,0.0,南关区
3120,59.5452250000008,37.1442666666676,0.0,南关区
3121,59.0191250000025,36.0138666666667,0.0,南关区
3122,58.9351250000014,35.7806333333339,0.0,南关区
3123,58.7392750000006,35.1411333333331,0.0,南关区
3124,58.606600000001,34.7324666666656,1.0,南关区
3125,58.1362750000025,33.506433333334,0.0,南关区
3126,58.0631750000009,33.1086666666659,0.0,南关区
3127,58.0356500000008,32.9676666666667,0.0,南关区
3128,57.9625999999998,32.7604666666659,0.0,南关区
3129,57.7579999999998,32.218499999999,0.0,南关区
3130,57.6283750000002,31.7754000000008,2.0,南关区
3131,57.6406499999997,30.6707333333331,2.0,南关区
3132,58.0768250000006,28.1430999999988,0.0,南关区
3133,58.090325000002,28.0966333333339,0.0,南关区
3134,58.2144749999998,27.7156000000005,0.0,南关区
3135,58.2673000000007,27.3424666666671,0.0,南关区
3136,64.8559000000013,54.6081666666656,0.0,南关区
3137,52.8090750000025,66.0092999999999,0.0,宽城区
3138,52.7596750000008,63.3530666666668,5.0,宽城区
3139,52.7310000000014,61.8490333333336,1.0,宽城区
3140,52.6918500000022,59.5325333333345,0.0,宽城区
3141,52.6661250000018,58.3232666666665,1.0,绿园区
3142,52.6528749999997,57.4152333333326,0.0,宽城区
3143,52.6398750000006,56.4834666666675,0.0,宽城区
3144,52.636175,56.3643000000009,0.0,宽城区
3145,59.814075000002,61.7074999999995,0.0,宽城区
3146,58.8845249999999,61.6786000000005,2.0,宽城区
3147,57.832525000002,61.6616000000008,1.0,宽城区
3148,57.7024250000022,61.6596666666662,0.0,宽城区
3149,56.8696750000015,61.6450999999998,0.0,宽城区
3150,56.835600000003,61.6444999999999,2.0,宽城区
3151,55.5873750000018,61.6226333333335,2.0,宽城区
3152,54.4463000000022,61.6052999999989,1.0,宽城区
3153,54.4163750000024,61.6048333333339,0.0,宽城区
3154,54.3711500000015,61.604233333334,0.0,宽城区
3155,54.3374750000005,61.603833333334,0.0,宽城区
3156,54.1120500000005,61.6012666666658,0.0,宽城区
3157,72.8710000000028,53.2475999999988,1.0,二道区
3158,71.3825750000012,51.4869333333342,0.0,二道区
3159,76.6033500000027,28.542033333333,0.0,经开区
3160,88.8978250000001,58.3450333333341,0.0,经开区
3161,87.8431500000012,64.9711666666661,0.0,二道区
3162,75.4976250000006,56.0132000000001,0.0,二道区
3163,37.9481249999998,22.3006666666663,0.0,长春新区(高新)
3164,37.7537250000017,22.443433333334,0.0,长春新区(高新)
3165,37.7271000000015,22.4620666666671,0.0,长春新区(高新)
3166,37.6575250000002,22.511799999999,1.0,长春新区(高新)
3167,32.9759750000029,21.1832333333343,0.0,长春新区(高新)
3168,32.8557750000016,21.1256999999989,0.0,长春新区(高新)
3169,32.8788000000024,20.9238999999997,0.0,长春新区(高新)
3170,33.0945250000028,20.9427333333328,0.0,长春新区(高新)
3171,37.1736750000018,21.3124666666668,1.0,长春新区(高新)
3172,37.4582500000003,21.3068666666677,0.0,长春新区(高新)
3173,38.7249500000024,21.3107999999996,0.0,长春新区(高新)
3174,38.7731500000008,21.3109333333345,0.0,长春新区(高新)
3175,39.0169,21.3088333333336,0.0,长春新区(高新)
3176,39.3498000000001,21.3059666666666,0.0,长春新区(高新)
3177,38.2202000000014,18.7401333333336,1.0,长春新区(高新)
3178,38.2296000000011,19.3160000000011,0.0,长春新区(高新)
3179,38.2209000000024,20.3498666666656,0.0,长春新区(高新)
3180,35.4675499999999,25.4296999999989,0.0,长春新区(高新)
3181,36.9888750000023,24.2431333333334,0.0,长春新区(高新)
3182,38.2691000000008,23.2886999999996,0.0,长春新区(高新)
3183,38.342250000003,23.2367999999994,0.0,长春新区(高新)
3184,38.3641000000026,23.2225999999992,0.0,长春新区(高新)
3185,49.5504000000011,8.27479999999999,0.0,南关区
3186,49.5620250000002,7.20989999999944,0.0,南关区
3187,49.5273500000017,5.38863333333239,0.0,南关区
3188,49.5254250000023,4.46323333333254,0.0,南关区
3189,49.8398250000029,1.19533333333285,0.0,南关区
3190,39.0173750000002,19.3198333333342,0.0,长春新区(高新)
3191,38.7970750000015,20.7876999999996,0.0,长春新区(高新)
3192,34.9382000000027,21.6277666666661,1.0,长春新区(高新)
3193,35.7279000000013,22.6151999999994,0.0,长春新区(高新)
3194,36.1180000000019,23.1291333333322,0.0,长春新区(高新)
3195,36.5002500000031,23.6242999999992,0.0,长春新区(高新)
3196,39.3281750000014,22.0284666666662,1.0,长春新区(高新)
3197,38.7249500000024,22.0321666666668,0.0,长春新区(高新)
3198,37.7511500000018,22.0381333333322,0.0,长春新区(高新)
3199,26.6962750000026,21.2456999999991,0.0,汽开区
3200,30.0716250000015,18.7626666666674,0.0,长春新区(高新)
3201,32.2832250000005,18.2207000000005,0.0,长春新区(高新)
3202,33.0470500000004,19.2299666666666,0.0,长春新区(高新)
3203,33.4863750000025,19.7951999999996,0.0,长春新区(高新)
3204,35.703275000003,21.0604999999996,0.0,长春新区(高新)
3205,51.1989750000019,9.26270000000073,0.0,南关区
3206,51.4973750000003,8.29586666666652,0.0,南关区
3207,32.5595000000014,20.4996000000008,0.0,长春新区(高新)
3208,37.2677500000016,23.0713000000004,0.0,长春新区(高新)
3209,37.7898750000014,22.6799333333337,0.0,长春新区(高新)
3210,37.8551000000016,22.6321000000003,0.0,长春新区(高新)
3211,37.8848750000032,22.6108333333338,0.0,长春新区(高新)
3212,51.108150000001,9.41470000000066,0.0,南关区
3213,59.3669000000006,12.7816666666665,0.0,南关区
3214,38.5048500000025,23.0212333333337,0.0,长春新区(高新)
3215,37.4561750000026,21.6725999999999,0.0,长春新区(高新)
3216,37.297425000002,21.4612666666672,0.0,长春新区(高新)
3217,52.57735,4.89040000000074,0.0,南关区
3218,47.9883500000007,6.6222000000001,0.0,南关区
3219,47.932000000003,6.81540000000069,0.0,南关区
3220,47.8687999999998,7.0265333333334,0.0,南关区
3221,47.5359750000024,7.85439999999937,0.0,南关区
3222,34.7656500000007,18.8427333333342,0.0,长春新区(高新)
3223,34.8390250000001,18.7898999999992,0.0,长春新区(高新)
3224,34.8690500000011,18.7666666666667,0.0,长春新区(高新)
3225,37.4378250000014,18.1548666666676,0.0,长春新区(高新)
3226,39.0312750000028,18.1540999999991,0.0,长春新区(高新)
3227,40.5355000000007,17.3262666666669,0.0,长春新区(高新)
3228,40.5488750000025,18.7134333333342,2.0,南关区
3229,36.4937000000012,22.0659333333326,0.0,长春新区(高新)
